x,y
-0.14884685652216154,0.06834448160204831
-0.15061619220602565,0.0728353199592607
-0.15226548842550353,0.07737124928743735
-0.15380812201086608,0.08194284104126921
-0.15525592317625583,0.08654287002331265
-0.1566189458136054,0.0911666395130349
-0.15790546768938793,0.09581085340748682
-0.15912296946800375,0.10047288155351847
-0.16027811408382023,0.10515053832572502
-0.16137683643525377,0.10984194525968904
-0.16242446927698392,0.11454544444580711
-0.1634258322342095,0.11925955694537135
-0.16438529523240886,0.12398296323472718
-0.16530682543312455,0.12871449230565182
-0.16619402406725517,0.13345311259396592
-0.16705015722256214,0.13819792202151598
-0.16787818301056334,0.14294813662060704
-0.16868077651348634,0.14770307817758016
-0.16946035329594447,0.15246216160925732
-0.1702190918840384,0.1572248827286042
-0.17095895536637992,0.1619907721702898
-0.17168169966717178,0.1667593261437404
-0.17238888823516682,0.17153021676183014
-0.17308193269331318,0.17630318644882204
-0.17376211134305225,0.18107800972113902
-0.17443058269993056,0.1858544886172064
-0.17508839751252894,0.19063244885970976
-0.17573650929302168,0.1954117366439178
-0.17637578347664548,0.200192215951855
-0.17700700540510214,0.20497376629785105
-0.17763088737133625,0.2097562808196956
-0.17824807496260808,0.21453966464217503
-0.1788591529010807,0.2193238334546427
-0.17946465051994778,0.22410871225922496
-0.18006504694469458,0.22889423425982994
-0.18066077598801986,0.2336803398735116
-0.18125223072384097,0.23846697585397855
-0.18183976768604931,0.2432540945213413
-0.1824237106415473,0.24804165309294782
-0.18300435390985179,0.252829613108833
-0.18343386677881002,0.25763641222817174
-0.18327629774061535,0.26252247477971896
-0.18280171078980015,0.26582116328119704
-0.1825617519408565,0.26685076682815173
-0.18237833672314074,0.2682958997300256
-0.18200607190920112,0.272253023492106
-0.18116485766143842,0.2770142793535963
-0.17985914044653334,0.28167604657948875
-0.17891069492024889,0.2842310132952503
-0.17819672274309992,0.2861245219263158
-0.17693472806135582,0.28991320499995116
-0.17518065814052697,0.29423639939095425
-0.17307071280994804,0.2984154282028192
-0.17065865500641422,0.30242529242579214
-0.16860220259955466,0.3054189799257661
-0.1663411205238287,0.3087103774061763
-0.16354292046631524,0.312481272505875
-0.16053317527011912,0.3161064153923965
-0.1573419057435737,0.31958996529426204
-0.15395933777215434,0.32297702282355234
-0.15043559883819102,0.32625842250535675
-0.14680760174803295,0.3294232506229416
-0.14308722380228983,0.33247908380387514
-0.1392847038932958,0.33543297651588194
-0.135409015545488,0.3382915449970173
-0.13143942519474486,0.34103423239427877
-0.12733454828900556,0.3435767445993188
-0.12312279915675504,0.34593397896449657
